"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","session","startTime","attn_word","button_pressed","view_history","animation_sequence","condition","time_sequence","stim_type","direction","correct","init_locations","moves","final_locations","sort_correct","finalLocations","responses"
"1476","welcome","32","html-keyboard-response","0","1484","0.0-0.0","1","2020-1-6 11:40:40","MONKEY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2770","consent",NA,"html-button-response","1","4260","0.0-1.0","1","2020-1-6 11:40:40","MONKEY","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11794","instructions",NA,"instructions","2","16056","0.0-2.0","1","2020-1-6 11:40:40","MONKEY",NA,"[{""page_index"":0,""viewing_time"":3802},{""page_index"":1,""viewing_time"":1319},{""page_index"":2,""viewing_time"":2737},{""page_index"":3,""viewing_time"":687},{""page_index"":4,""viewing_time"":841},{""page_index"":5,""viewing_time"":711},{""page_index"":6,""viewing_time"":1696}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19936","setup5",NA,"animation","3","35994","0.0-3.0-0.0","1","2020-1-6 11:40:40","MONKEY",NA,NA,"[{""cat"":18,""src"":2,""loc"":0},{""cat"":13,""src"":17,""loc"":4},{""cat"":28,""src"":13,""loc"":6},{""cat"":18,""src"":13,""loc"":8},{""cat"":28,""src"":14,""loc"":5},{""cat"":13,""src"":8,""loc"":1},{""cat"":13,""src"":3,""loc"":7},{""cat"":28,""src"":17,""loc"":2},{""cat"":18,""src"":0,""loc"":3}]","5","1110,1102,1104,1102,1103,1104,1101,1103,1105,10002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4634","flanker_instructions","32","html-keyboard-response","4","40630","0.0-3.0-1.0","1","2020-1-6 11:40:40","MONKEY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"flanker_test",NA,"image-keyboard-response","5","42539","0.0-3.0-2.0-0.0","1","2020-1-6 11:40:40","MONKEY",NA,NA,NA,NA,NA,"congruent","left","FALSE",NA,NA,NA,NA,NA,NA
NA,"flanker_test",NA,"image-keyboard-response","6","44128","0.0-3.0-2.0-0.1","1","2020-1-6 11:40:40","MONKEY",NA,NA,NA,NA,NA,"congruent","right","FALSE",NA,NA,NA,NA,NA,NA
NA,"flanker_test",NA,"image-keyboard-response","7","45376","0.0-3.0-2.0-0.2","1","2020-1-6 11:40:40","MONKEY",NA,NA,NA,NA,NA,"incongruent","right","FALSE",NA,NA,NA,NA,NA,NA
NA,"flanker_test",NA,"image-keyboard-response","8","47467","0.0-3.0-2.0-0.3","1","2020-1-6 11:40:40","MONKEY",NA,NA,NA,NA,NA,"incongruent","left","FALSE",NA,NA,NA,NA,NA,NA
"28223","sort_trial",NA,"free-sort","9","76087","0.0-3.0-3.0","1","2020-1-6 11:40:40","MONKEY",NA,NA,NA,NA,NA,NA,NA,NA,"[{""cat"":18,""src"":2,""x"":65,""y"":23},{""cat"":13,""src"":17,""x"":79,""y"":484},{""cat"":28,""src"":13,""x"":21,""y"":69},{""cat"":18,""src"":13,""x"":62,""y"":328},{""cat"":28,""src"":14,""x"":74,""y"":200},{""cat"":13,""src"":8,""x"":71,""y"":372},{""cat"":13,""src"":3,""x"":16,""y"":138},{""cat"":28,""src"":17,""x"":33,""y"":263},{""cat"":18,""src"":0,""x"":16,""y"":431}]","[{""cat"":""13"",""src"":""3"",""x"":248,""y"":398},{""cat"":""13"",""src"":""3"",""x"":0,""y"":0},{""cat"":""28"",""src"":""14"",""x"":0,""y"":0},{""cat"":""18"",""src"":""13"",""x"":0,""y"":0},{""cat"":""28"",""src"":""13"",""x"":0,""y"":0},{""cat"":""18"",""src"":""2"",""x"":0,""y"":0},{""cat"":""28"",""src"":""17"",""x"":0,""y"":0},{""cat"":""13"",""src"":""8"",""x"":0,""y"":0},{""cat"":""13"",""src"":""17"",""x"":0,""y"":0},{""cat"":""18"",""src"":""0"",""x"":0,""y"":0}]","[{""cat"":13,""src"":3,""loc"":7},{""cat"":28,""src"":14,""loc"":5},{""cat"":18,""src"":13,""loc"":8},{""cat"":28,""src"":13,""loc"":6},{""cat"":18,""src"":2,""loc"":0},{""cat"":28,""src"":17,""loc"":2},{""cat"":13,""src"":8,""loc"":1},{""cat"":13,""src"":17,""loc"":4},{""cat"":18,""src"":0,""loc"":3}]","9","18,13,28,18,13,28,28,13,18,2,8,17,0,17,14,13,3,13,0,1,2,3,4,5,6,7,8,4,6,5,8,7,1,3,0,2",NA
