"ID","session","trial","condition","correct"
"42","1",15,"SpaceTime",0
"42","1",16,"Control",0.111111111111111
"42","1",17,"SpaceSem",0.111111111111111
"42","1",18,"TimeSem",0.333333333333333
"42","1",19,"SpaceSemTime",0.666666666666667
"42","1",20,"SpaceTime",0.777777777777778
"42","1",21,"SpaceTime",0.777777777777778
"42","1",22,"SpaceSemTime",1
"42","1",23,"SpaceSem",1
"42","1",24,"Control",0.666666666666667
"42","1",25,"TimeSem",1
"42","1",26,"SpaceSemTime",1
"42","1",27,"SpaceSem",1
"42","1",28,"SpaceTime",0.777777777777778
"42","1",29,"TimeSem",1
"42","1",30,"Control",1
"43","1",1,"TimeSem",0.666666666666667
"43","1",2,"Control",0.777777777777778
"43","1",3,"SpaceTime",1
"43","1",4,"SpaceSem",0.777777777777778
"43","1",5,"SpaceSemTime",0.777777777777778
"43","1",6,"SpaceTime",0.666666666666667
"43","1",7,"Control",1
"43","1",8,"SpaceSem",1
"43","1",9,"TimeSem",0.777777777777778
"43","1",10,"SpaceSemTime",0.333333333333333
"43","1",11,"Control",0.777777777777778
"43","1",12,"SpaceSem",1
"43","1",13,"SpaceSemTime",1
"43","1",14,"SpaceTime",1
"43","1",15,"TimeSem",0.555555555555556
"43","1",16,"SpaceSemTime",1
"43","1",17,"SpaceSem",1
"43","1",18,"SpaceTime",1
"43","1",19,"TimeSem",0.777777777777778
"43","1",20,"Control",1
"43","1",21,"SpaceSem",0.777777777777778
"43","1",22,"SpaceSemTime",0.777777777777778
"43","1",23,"Control",0.777777777777778
"43","1",24,"SpaceTime",0.777777777777778
"43","1",25,"TimeSem",1
"43","1",26,"Control",1
"43","1",27,"SpaceSemTime",0.333333333333333
"43","1",28,"SpaceTime",1
"43","1",29,"SpaceSem",1
"43","1",30,"TimeSem",0.777777777777778
"44","1",1,"SpaceSemTime",1
"44","1",2,"Control",0.444444444444444
"44","1",3,"TimeSem",1
"44","1",4,"SpaceSem",0.777777777777778
"44","1",5,"SpaceTime",0.555555555555556
"44","1",6,"SpaceSem",1
"44","1",7,"SpaceTime",0.333333333333333
"44","1",8,"TimeSem",0.777777777777778
"44","1",9,"SpaceSemTime",0.777777777777778
"44","1",10,"Control",1
"44","1",11,"TimeSem",0.555555555555556
"44","1",12,"Control",0.666666666666667
"44","1",13,"SpaceSem",0.777777777777778
"44","1",14,"SpaceSemTime",1
"44","1",15,"SpaceTime",0
"44","1",16,"Control",0.666666666666667
"44","1",17,"SpaceSemTime",0.777777777777778
"44","1",18,"TimeSem",0.777777777777778
"44","1",19,"SpaceSem",0.777777777777778
"44","1",20,"SpaceTime",0.777777777777778
"44","1",21,"SpaceSemTime",0.666666666666667
"44","1",22,"Control",0.666666666666667
"44","1",23,"SpaceTime",0.777777777777778
"44","1",24,"TimeSem",0.666666666666667
"44","1",25,"SpaceSem",1
"44","1",26,"SpaceTime",0.666666666666667
"44","1",27,"SpaceSem",0.444444444444444
"44","1",28,"Control",0.777777777777778
"44","1",29,"SpaceSemTime",0.666666666666667
"44","1",30,"TimeSem",0.777777777777778
"45","1",1,"TimeSem",0
"45","1",2,"SpaceTime",0.333333333333333
"45","1",3,"SpaceSemTime",1
"45","1",4,"Control",1
"45","1",5,"SpaceSem",0.333333333333333
"45","1",6,"TimeSem",0.555555555555556
"45","1",7,"SpaceSemTime",0.777777777777778
"45","1",8,"Control",0.444444444444444
"45","1",9,"SpaceTime",0.555555555555556
"45","1",10,"SpaceSem",0.555555555555556
"45","1",11,"Control",0.666666666666667
"45","1",12,"SpaceTime",0.666666666666667
"45","1",13,"SpaceSem",0.444444444444444
"45","1",14,"TimeSem",1
"45","1",15,"SpaceSemTime",0.777777777777778
"45","1",16,"SpaceTime",0.555555555555556
"45","1",17,"Control",0.777777777777778
"45","1",18,"TimeSem",0
"45","1",19,"SpaceSemTime",1
"45","1",20,"SpaceSem",0.333333333333333
"45","1",21,"SpaceSemTime",0.777777777777778
"45","1",22,"Control",0.666666666666667
"45","1",23,"SpaceSem",0.555555555555556
"45","1",24,"TimeSem",0.222222222222222
"45","1",25,"SpaceTime",0.666666666666667
"45","1",26,"TimeSem",0.777777777777778
"45","1",27,"SpaceSemTime",0.555555555555556
"45","1",28,"SpaceTime",0.555555555555556
"45","1",29,"Control",0.777777777777778
"45","1",30,"SpaceSem",0.444444444444444
"46","1",1,"SpaceTime",0.333333333333333
"46","1",2,"TimeSem",0.222222222222222
"46","1",3,"SpaceSem",0.444444444444444
"46","1",4,"SpaceSemTime",1
"46","1",5,"Control",0.111111111111111
"46","1",6,"TimeSem",0.555555555555556
"46","1",7,"SpaceSemTime",0.444444444444444
"46","1",8,"Control",0.111111111111111
"46","1",9,"SpaceSem",0.333333333333333
"46","1",10,"SpaceTime",0.111111111111111
"46","1",11,"TimeSem",0.444444444444444
"46","1",12,"SpaceTime",0.333333333333333
"46","1",13,"SpaceSem",0.666666666666667
"46","1",14,"Control",0.555555555555556
"46","1",15,"SpaceSemTime",0.666666666666667
"46","1",16,"TimeSem",0.222222222222222
"46","1",17,"Control",0.333333333333333
"46","1",18,"SpaceSemTime",0.222222222222222
"46","1",19,"SpaceTime",0
"46","1",20,"SpaceSem",0.222222222222222
"46","1",21,"SpaceSemTime",0.444444444444444
"46","1",22,"SpaceTime",0.333333333333333
"46","1",23,"Control",0.777777777777778
"46","1",24,"TimeSem",0.777777777777778
"46","1",25,"SpaceSem",1
"46","1",26,"TimeSem",0.555555555555556
"46","1",27,"Control",0.111111111111111
"46","1",28,"SpaceTime",0.333333333333333
"46","1",29,"SpaceSemTime",0.444444444444444
"46","1",30,"SpaceSem",0.777777777777778
"47","1",1,"SpaceSemTime",0.777777777777778
"47","1",2,"SpaceTime",0.555555555555556
"47","1",3,"TimeSem",0.444444444444444
"47","1",4,"SpaceSem",0.555555555555556
"47","1",5,"Control",0.444444444444444
"47","1",6,"SpaceSem",0.777777777777778
"47","1",7,"SpaceTime",0.444444444444444
"47","1",8,"SpaceSemTime",0.666666666666667
"47","1",9,"Control",0.666666666666667
"47","1",10,"TimeSem",1
"47","1",11,"SpaceSem",0.777777777777778
"47","1",12,"SpaceSemTime",0.777777777777778
"47","1",13,"SpaceTime",0.777777777777778
"47","1",14,"Control",0.777777777777778
"47","1",15,"TimeSem",0.666666666666667
"47","1",16,"Control",1
"47","1",17,"SpaceSemTime",0.666666666666667
"47","1",18,"SpaceSem",0.777777777777778
"47","1",19,"TimeSem",0.777777777777778
"47","1",20,"SpaceTime",0.777777777777778
"47","1",21,"SpaceSem",1
"47","1",22,"Control",0.777777777777778
"47","1",23,"SpaceSemTime",0.333333333333333
"47","1",24,"SpaceTime",0.666666666666667
"47","1",25,"TimeSem",0.777777777777778
"47","1",26,"Control",0.666666666666667
"47","1",27,"SpaceTime",0.666666666666667
"47","1",28,"SpaceSemTime",0.777777777777778
"47","1",29,"SpaceSem",0.777777777777778
"47","1",30,"TimeSem",0.555555555555556
"48","1",1,"SpaceSem",0.777777777777778
"48","1",2,"TimeSem",1
"48","1",3,"SpaceTime",0.444444444444444
"48","1",4,"Control",1
"48","1",5,"SpaceSemTime",1
"48","1",6,"TimeSem",1
"48","1",7,"SpaceTime",1
"48","1",8,"SpaceSemTime",0.777777777777778
"48","1",9,"Control",1
"48","1",10,"SpaceSem",1
"48","1",11,"SpaceTime",1
"48","1",12,"Control",1
"48","1",13,"SpaceSemTime",1
"48","1",14,"TimeSem",1
"48","1",15,"SpaceSem",1
"48","1",16,"SpaceSemTime",1
"48","1",17,"TimeSem",1
"48","1",18,"SpaceSem",0.777777777777778
"48","1",19,"SpaceTime",1
"48","1",20,"Control",1
"48","1",21,"SpaceTime",0.555555555555556
"48","1",22,"SpaceSemTime",1
"48","1",23,"SpaceSem",1
"48","1",24,"Control",1
"48","1",25,"TimeSem",1
"48","1",26,"SpaceTime",1
"48","1",27,"SpaceSem",1
"48","1",28,"SpaceSemTime",1
"48","1",29,"Control",1
"48","1",30,"TimeSem",1
"49","1",1,"SpaceSem",0.777777777777778
"49","1",2,"SpaceTime",0.222222222222222
"49","1",3,"Control",0.555555555555556
"49","1",4,"TimeSem",0.555555555555556
"49","1",5,"SpaceSemTime",0.777777777777778
"49","1",6,"TimeSem",0.555555555555556
"49","1",7,"Control",0.777777777777778
"49","1",8,"SpaceSem",1
"49","1",9,"SpaceSemTime",1
"49","1",10,"SpaceTime",0.555555555555556
"49","1",11,"Control",0.777777777777778
"49","1",12,"SpaceSemTime",1
"49","1",13,"TimeSem",0.555555555555556
"49","1",14,"SpaceTime",0.222222222222222
"49","1",15,"SpaceSem",0.444444444444444
"49","1",16,"SpaceTime",0.555555555555556
"49","1",17,"Control",0.444444444444444
"49","1",18,"TimeSem",0.555555555555556
"49","1",19,"SpaceSem",0.777777777777778
"49","1",20,"SpaceSemTime",1
"49","1",21,"Control",0.222222222222222
"49","1",22,"SpaceTime",0.444444444444444
"49","1",23,"SpaceSem",0.777777777777778
"49","1",24,"TimeSem",0.555555555555556
"49","1",25,"SpaceSemTime",0.555555555555556
"49","1",26,"SpaceSem",0.555555555555556
"49","1",27,"Control",0.555555555555556
"49","1",28,"SpaceSemTime",1
"49","1",29,"SpaceTime",0.555555555555556
"49","1",30,"TimeSem",0.444444444444444
"50","1",1,"Control",0.555555555555556
"50","1",2,"SpaceSemTime",0.555555555555556
"50","1",3,"SpaceSem",1
"50","1",4,"TimeSem",0.555555555555556
"50","1",5,"SpaceTime",0.444444444444444
"50","1",6,"Control",0.333333333333333
"50","1",7,"SpaceTime",0.555555555555556
"50","1",8,"SpaceSemTime",0.555555555555556
"50","1",9,"TimeSem",0.333333333333333
"50","1",10,"SpaceSem",0.666666666666667
"50","1",11,"TimeSem",0.444444444444444
"50","1",12,"Control",0.444444444444444
"50","1",13,"SpaceSemTime",0.555555555555556
"50","1",14,"SpaceTime",0.444444444444444
"50","1",15,"SpaceSem",0.444444444444444
"50","1",16,"TimeSem",0.444444444444444
"50","1",17,"Control",0.666666666666667
"50","1",18,"SpaceTime",0.333333333333333
"50","1",19,"SpaceSem",0.777777777777778
"50","1",20,"SpaceSemTime",0.777777777777778
"50","1",21,"Control",0.444444444444444
"50","1",22,"SpaceTime",0.333333333333333
"50","1",23,"TimeSem",0.222222222222222
"50","1",24,"SpaceSem",0.555555555555556
"50","1",25,"SpaceSemTime",0.222222222222222
"50","1",26,"Control",0.555555555555556
"50","1",27,"TimeSem",0.444444444444444
"50","1",28,"SpaceSemTime",0.333333333333333
"50","1",29,"SpaceSem",1
"50","1",30,"SpaceTime",0.777777777777778
"51","1",1,"TimeSem",0.777777777777778
"51","1",2,"SpaceSem",0.777777777777778
"51","1",3,"SpaceSemTime",1
"51","1",4,"SpaceTime",0.666666666666667
"51","1",5,"Control",1
"51","1",6,"SpaceTime",1
"51","1",7,"SpaceSemTime",1
"51","1",8,"SpaceSem",0.777777777777778
"51","1",9,"Control",1
"51","1",10,"TimeSem",0.777777777777778
"51","1",11,"SpaceSem",0.777777777777778
"51","1",12,"Control",0.555555555555556
"51","1",13,"TimeSem",0.777777777777778
"51","1",14,"SpaceSemTime",1
"51","1",15,"SpaceTime",1
"51","1",16,"SpaceSem",1
"51","1",17,"TimeSem",0.555555555555556
"51","1",18,"SpaceSemTime",0.777777777777778
"51","1",19,"Control",1
"51","1",20,"SpaceTime",0.555555555555556
"51","1",21,"Control",0.777777777777778
"51","1",22,"SpaceSem",1
"51","1",23,"TimeSem",0.555555555555556
"51","1",24,"SpaceSemTime",0.777777777777778
"51","1",25,"SpaceTime",1
"51","1",26,"SpaceSem",0.777777777777778
"51","1",27,"Control",1
"51","1",28,"SpaceSemTime",0.777777777777778
"51","1",29,"TimeSem",0.777777777777778
"51","1",30,"SpaceTime",0.777777777777778
"52","1",1,"SpaceSemTime",0.777777777777778
"52","1",2,"SpaceSem",0.777777777777778
"52","1",3,"TimeSem",0.555555555555556
"52","1",4,"Control",0.333333333333333
"52","1",5,"SpaceTime",0.333333333333333
"52","1",6,"Control",0.111111111111111
"52","1",7,"SpaceSem",0.555555555555556
"52","1",8,"SpaceSemTime",1
"52","1",9,"TimeSem",0.333333333333333
"52","1",10,"SpaceTime",0.666666666666667
"52","1",11,"TimeSem",1
"52","1",12,"Control",0.777777777777778
"52","1",13,"SpaceSemTime",0.555555555555556
"52","1",14,"SpaceTime",1
"52","1",15,"SpaceSem",1
"52","1",16,"TimeSem",0.444444444444444
"52","1",17,"SpaceTime",0.111111111111111
"52","1",18,"SpaceSem",0.777777777777778
"52","1",19,"SpaceSemTime",1
"52","1",20,"Control",0.666666666666667
"52","1",21,"TimeSem",0.777777777777778
"52","1",22,"Control",0.666666666666667
"52","1",23,"SpaceSem",1
"52","1",24,"SpaceTime",0.444444444444444
"52","1",25,"SpaceSemTime",0.777777777777778
"52","1",26,"SpaceSem",0.777777777777778
"52","1",27,"SpaceSemTime",0.777777777777778
"52","1",28,"SpaceTime",0.444444444444444
"52","1",29,"Control",0.444444444444444
"52","1",30,"TimeSem",1
"53","1",1,"SpaceSem",1
"53","1",2,"SpaceTime",0.555555555555556
"53","1",3,"SpaceSemTime",0.333333333333333
"53","1",4,"TimeSem",0.777777777777778
"53","1",5,"Control",1
"53","1",6,"SpaceTime",1
"53","1",7,"SpaceSem",0.777777777777778
"53","1",8,"TimeSem",0.777777777777778
"53","1",9,"SpaceSemTime",0.777777777777778
"53","1",10,"Control",0.777777777777778
"53","1",11,"SpaceTime",0.777777777777778
"53","1",12,"Control",0.555555555555556
"53","1",13,"TimeSem",0.777777777777778
"53","1",14,"SpaceSemTime",0.555555555555556
"53","1",15,"SpaceSem",0.777777777777778
"53","1",16,"Control",1
"53","1",17,"SpaceSemTime",1
"53","1",18,"SpaceSem",0.777777777777778
"53","1",19,"SpaceTime",0.777777777777778
"53","1",20,"TimeSem",0.777777777777778
"53","1",21,"SpaceSemTime",0.777777777777778
"53","1",22,"TimeSem",0.777777777777778
"53","1",23,"SpaceTime",1
"53","1",24,"Control",0.666666666666667
"53","1",25,"SpaceSem",1
"53","1",26,"Control",0.777777777777778
"53","1",27,"SpaceSem",0.777777777777778
"53","1",28,"SpaceSemTime",1
"53","1",29,"TimeSem",0.666666666666667
"53","1",30,"SpaceTime",0.444444444444444
"54","1",1,"TimeSem",0.666666666666667
"54","1",2,"SpaceSem",0.777777777777778
"54","1",3,"SpaceSemTime",0.555555555555556
"54","1",4,"Control",0.666666666666667
"54","1",5,"SpaceTime",0.777777777777778
"54","1",6,"Control",0.777777777777778
"54","1",7,"SpaceTime",1
"54","1",8,"SpaceSemTime",0.555555555555556
"54","1",9,"SpaceSem",0.333333333333333
"54","1",10,"TimeSem",0.333333333333333
"54","1",11,"SpaceSemTime",1
"54","1",12,"Control",0.777777777777778
"54","1",13,"TimeSem",1
"54","1",14,"SpaceSem",0.555555555555556
"54","1",15,"SpaceTime",0.222222222222222
"54","1",16,"Control",0.444444444444444
"54","1",17,"SpaceTime",0.777777777777778
"54","1",18,"TimeSem",0.555555555555556
"54","1",19,"SpaceSem",0.666666666666667
"54","1",20,"SpaceSemTime",0.777777777777778
"54","1",21,"SpaceSemTime",0.666666666666667
"54","1",22,"SpaceTime",0.444444444444444
"54","1",23,"SpaceSem",1
"54","1",24,"TimeSem",0.666666666666667
"54","1",25,"Control",0.444444444444444
"54","1",26,"TimeSem",0.555555555555556
"54","1",27,"SpaceTime",0.666666666666667
"54","1",28,"SpaceSem",1
"54","1",29,"Control",0.555555555555556
"54","1",30,"SpaceSemTime",0.777777777777778
"55","1",1,"SpaceSem",0.333333333333333
"55","1",2,"Control",1
"55","1",3,"SpaceTime",0.777777777777778
"55","1",4,"SpaceSemTime",0.555555555555556
"55","1",5,"TimeSem",0.777777777777778
"55","1",6,"SpaceTime",1
"55","1",7,"Control",1
"55","1",8,"TimeSem",1
"55","1",9,"SpaceSemTime",0.666666666666667
"55","1",10,"SpaceSem",0.666666666666667
"55","1",11,"Control",0.666666666666667
"55","1",12,"SpaceTime",0.555555555555556
"55","1",13,"SpaceSemTime",0.777777777777778
"55","1",14,"TimeSem",0.555555555555556
"55","1",15,"SpaceSem",0.777777777777778
"55","1",16,"TimeSem",0.111111111111111
"55","1",17,"SpaceSem",0.666666666666667
"55","1",18,"SpaceTime",0.444444444444444
"55","1",19,"SpaceSemTime",0.666666666666667
"55","1",20,"Control",0.333333333333333
"55","1",21,"SpaceSemTime",0.555555555555556
"55","1",22,"TimeSem",0.777777777777778
"55","1",23,"SpaceTime",0.555555555555556
"55","1",24,"Control",0.555555555555556
"55","1",25,"SpaceSem",0.555555555555556
"55","1",26,"TimeSem",0.777777777777778
"55","1",27,"Control",0.444444444444444
"55","1",28,"SpaceSem",0.777777777777778
"55","1",29,"SpaceTime",0.777777777777778
"55","1",30,"SpaceSemTime",0.444444444444444
"56","1",1,"TimeSem",0.111111111111111
"56","1",2,"SpaceSem",0.555555555555556
"56","1",3,"SpaceSemTime",0.666666666666667
"56","1",4,"Control",0.444444444444444
"56","1",5,"SpaceTime",0.555555555555556
"56","1",6,"SpaceSemTime",0.777777777777778
"56","1",7,"Control",0.222222222222222
"56","1",8,"SpaceTime",0.555555555555556
"56","1",9,"TimeSem",0.777777777777778
"56","1",10,"SpaceSem",0.777777777777778
"56","1",11,"SpaceSemTime",0.666666666666667
"56","1",12,"Control",0.555555555555556
"56","1",13,"SpaceSem",0.444444444444444
"56","1",14,"SpaceTime",0.444444444444444
"56","1",15,"TimeSem",1
"56","1",16,"SpaceSem",0.444444444444444
"56","1",17,"TimeSem",0.777777777777778
"56","1",18,"SpaceTime",0.777777777777778
"56","1",19,"SpaceSemTime",0.777777777777778
"56","1",20,"Control",0.333333333333333
"56","1",21,"SpaceSem",0.777777777777778
"56","1",22,"TimeSem",0.777777777777778
"56","1",23,"Control",0.666666666666667
"56","1",24,"SpaceSemTime",1
"56","1",25,"SpaceTime",1
"56","1",26,"Control",0.777777777777778
"56","1",27,"SpaceSemTime",1
"56","1",28,"SpaceSem",1
"56","1",29,"TimeSem",0.555555555555556
"56","1",30,"SpaceTime",0.444444444444444
"1","2",31,"Control",1
"1","2",32,"TimeSem",1
"1","2",33,"SpaceSemTime",1
"1","2",34,"SpaceTime",0.777777777777778
"1","2",35,"SpaceSem",1
"1","2",36,"Control",1
"1","2",37,"TimeSem",0.777777777777778
"1","2",38,"SpaceTime",0.777777777777778
"1","2",39,"SpaceSem",1
"1","2",40,"SpaceSemTime",0.777777777777778
"1","2",41,"TimeSem",0.666666666666667
"1","2",42,"SpaceTime",0.777777777777778
"1","2",43,"SpaceSem",0.777777777777778
"1","2",44,"Control",1
"1","2",45,"SpaceSemTime",0.777777777777778
"1","2",46,"TimeSem",1
"1","2",47,"SpaceSem",0.777777777777778
"1","2",48,"Control",1
"1","2",49,"SpaceSemTime",0.777777777777778
"1","2",50,"SpaceTime",1
"1","2",51,"SpaceSem",1
"1","2",52,"SpaceTime",0.777777777777778
"1","2",53,"Control",0.666666666666667
"1","2",54,"TimeSem",0.777777777777778
"1","2",55,"SpaceSemTime",1
"1","2",56,"SpaceSem",1
"1","2",57,"SpaceSemTime",1
"1","2",58,"Control",0.777777777777778
"1","2",59,"TimeSem",0.777777777777778
"1","2",60,"SpaceTime",0.777777777777778
"2","2",31,"Control",0.555555555555556
"2","2",32,"SpaceSemTime",0.777777777777778
"2","2",33,"SpaceSem",0.666666666666667
"2","2",34,"SpaceTime",0.555555555555556
"2","2",35,"TimeSem",0.777777777777778
"2","2",36,"Control",0.777777777777778
"2","2",37,"SpaceSemTime",0.555555555555556
"2","2",38,"TimeSem",1
"2","2",39,"SpaceSem",0.777777777777778
"2","2",40,"SpaceTime",0.777777777777778
"2","2",41,"SpaceSemTime",0.777777777777778
"2","2",42,"TimeSem",0.444444444444444
"2","2",43,"Control",0.777777777777778
"2","2",44,"SpaceTime",0.555555555555556
"2","2",45,"SpaceSem",0.777777777777778
"2","2",46,"TimeSem",1
"2","2",47,"Control",0.666666666666667
"2","2",48,"SpaceSemTime",0.777777777777778
"2","2",49,"SpaceSem",0.777777777777778
"2","2",50,"SpaceTime",0.666666666666667
"2","2",51,"TimeSem",0.777777777777778
"2","2",52,"Control",0.111111111111111
"2","2",53,"SpaceSemTime",1
"2","2",54,"SpaceTime",1
"2","2",55,"SpaceSem",0.777777777777778
"2","2",56,"Control",0.666666666666667
"2","2",57,"TimeSem",0.555555555555556
"2","2",58,"SpaceTime",0.444444444444444
"2","2",59,"SpaceSem",0.555555555555556
"2","2",60,"SpaceSemTime",0.666666666666667
"3","2",31,"SpaceSemTime",0.777777777777778
"3","2",32,"SpaceSem",0.444444444444444
"3","2",33,"Control",0.777777777777778
"3","2",34,"TimeSem",0.555555555555556
"3","2",35,"SpaceTime",0.555555555555556
"3","2",36,"SpaceSemTime",1
"3","2",37,"Control",0.666666666666667
"3","2",38,"SpaceSem",0.666666666666667
"3","2",39,"TimeSem",0.777777777777778
"3","2",40,"SpaceTime",0.444444444444444
"3","2",41,"TimeSem",1
"3","2",42,"Control",0.555555555555556
"3","2",43,"SpaceTime",0.555555555555556
"3","2",44,"SpaceSemTime",0.777777777777778
"3","2",45,"SpaceSem",0.666666666666667
"3","2",46,"SpaceSemTime",1
"3","2",47,"Control",0.444444444444444
"3","2",48,"SpaceTime",0.555555555555556
"3","2",49,"TimeSem",0.777777777777778
"3","2",50,"SpaceSem",0.444444444444444
"3","2",51,"TimeSem",0.444444444444444
"3","2",52,"SpaceTime",1
"3","2",53,"SpaceSemTime",0.777777777777778
"3","2",54,"SpaceSem",0.666666666666667
"3","2",55,"Control",0.777777777777778
"3","2",56,"SpaceTime",0.555555555555556
"3","2",57,"SpaceSem",0.444444444444444
"3","2",58,"TimeSem",0.777777777777778
"3","2",59,"Control",0.555555555555556
"3","2",60,"SpaceSemTime",0.555555555555556
"4","2",31,"SpaceSemTime",1
"4","2",32,"Control",1
"4","2",33,"SpaceSem",1
"4","2",34,"SpaceTime",0.777777777777778
"4","2",35,"TimeSem",1
"4","2",36,"SpaceTime",1
"4","2",37,"TimeSem",0.777777777777778
"4","2",38,"SpaceSemTime",1
"4","2",39,"SpaceSem",0.777777777777778
"4","2",40,"Control",1
"4","2",41,"SpaceTime",1
"4","2",42,"SpaceSem",1
"4","2",43,"TimeSem",1
"4","2",44,"Control",1
"4","2",45,"SpaceSemTime",1
"4","2",46,"TimeSem",1
"4","2",47,"Control",1
"4","2",48,"SpaceTime",0.666666666666667
"4","2",49,"SpaceSem",1
"4","2",50,"SpaceSemTime",1
"4","2",51,"SpaceSemTime",1
"4","2",52,"Control",1
"4","2",53,"SpaceTime",1
"4","2",54,"SpaceSem",1
"4","2",55,"TimeSem",1
"4","2",56,"SpaceSem",1
"4","2",57,"SpaceSemTime",1
"4","2",58,"TimeSem",1
"4","2",59,"SpaceTime",1
"4","2",60,"Control",1
"5","2",31,"SpaceSemTime",0.777777777777778
"5","2",32,"TimeSem",0.222222222222222
"5","2",33,"SpaceTime",0.333333333333333
"5","2",34,"Control",0.444444444444444
"5","2",35,"SpaceSem",0.666666666666667
"5","2",36,"TimeSem",0.333333333333333
"5","2",37,"SpaceTime",0.222222222222222
"5","2",38,"SpaceSemTime",0.444444444444444
"5","2",39,"Control",0.444444444444444
"5","2",40,"SpaceSem",0.444444444444444
"5","2",41,"SpaceSemTime",0.444444444444444
"5","2",42,"SpaceTime",0.111111111111111
"5","2",43,"SpaceSem",0
"5","2",44,"Control",0.444444444444444
"5","2",45,"TimeSem",0.333333333333333
"5","2",46,"Control",0.222222222222222
"5","2",47,"TimeSem",0.555555555555556
"5","2",48,"SpaceSemTime",0.666666666666667
"5","2",49,"SpaceSem",0.666666666666667
"5","2",50,"SpaceTime",0.444444444444444
"5","2",51,"SpaceTime",0.222222222222222
"5","2",52,"SpaceSemTime",0.777777777777778
"5","2",53,"TimeSem",0.444444444444444
"5","2",54,"SpaceSem",0.444444444444444
"5","2",55,"Control",0.111111111111111
"5","2",56,"SpaceSem",0.666666666666667
"5","2",57,"SpaceSemTime",0.555555555555556
"5","2",58,"Control",0.444444444444444
"5","2",59,"TimeSem",0.444444444444444
"5","2",60,"SpaceTime",0.555555555555556
"6","2",31,"SpaceSem",0.555555555555556
"6","2",32,"Control",0.222222222222222
"6","2",33,"SpaceSemTime",1
"6","2",34,"SpaceTime",0.777777777777778
"6","2",35,"TimeSem",0.444444444444444
"6","2",36,"SpaceSem",0.666666666666667
"6","2",37,"SpaceSemTime",0.777777777777778
"6","2",38,"TimeSem",0.666666666666667
"6","2",39,"Control",0.555555555555556
"6","2",40,"SpaceTime",0.777777777777778
"6","2",41,"SpaceSemTime",0.777777777777778
"6","2",42,"SpaceTime",1
"6","2",43,"TimeSem",1
"6","2",44,"SpaceSem",0.444444444444444
"6","2",45,"Control",0.444444444444444
"6","2",46,"SpaceSemTime",0.777777777777778
"6","2",47,"SpaceSem",1
"6","2",48,"SpaceTime",1
"6","2",49,"TimeSem",0.777777777777778
"6","2",50,"Control",0.666666666666667
"6","2",51,"Control",0.555555555555556
"6","2",52,"SpaceSemTime",0.555555555555556
"6","2",53,"TimeSem",0.444444444444444
"6","2",54,"SpaceSem",0.777777777777778
"6","2",55,"SpaceTime",0.555555555555556
"6","2",56,"TimeSem",1
"6","2",57,"Control",0.555555555555556
"6","2",58,"SpaceSem",1
"6","2",59,"SpaceSemTime",1
"6","2",60,"SpaceTime",0.777777777777778
"7","2",31,"SpaceTime",0.777777777777778
"7","2",32,"SpaceSemTime",0.666666666666667
"7","2",33,"SpaceSem",0.777777777777778
"7","2",34,"TimeSem",0.666666666666667
"7","2",35,"Control",1
"7","2",36,"SpaceSemTime",0.777777777777778
"7","2",37,"Control",1
"7","2",38,"TimeSem",0.777777777777778
"7","2",39,"SpaceSem",0.777777777777778
"7","2",40,"SpaceTime",0.666666666666667
"7","2",41,"TimeSem",0.444444444444444
"7","2",42,"Control",0.666666666666667
"7","2",43,"SpaceSem",1
"7","2",44,"SpaceSemTime",0.777777777777778
"7","2",45,"SpaceTime",1
"7","2",46,"TimeSem",1
"7","2",47,"SpaceSemTime",1
"7","2",48,"SpaceTime",1
"7","2",49,"Control",0.777777777777778
"7","2",50,"SpaceSem",0.777777777777778
"7","2",51,"TimeSem",0.777777777777778
"7","2",52,"SpaceTime",0.444444444444444
"7","2",53,"Control",0.777777777777778
"7","2",54,"SpaceSem",0.222222222222222
"7","2",55,"SpaceSemTime",0.555555555555556
"7","2",56,"SpaceTime",1
"7","2",57,"TimeSem",0.444444444444444
"7","2",58,"Control",1
"7","2",59,"SpaceSemTime",1
"7","2",60,"SpaceSem",1
"8","2",31,"TimeSem",0.777777777777778
"8","2",32,"SpaceSem",0.666666666666667
"8","2",33,"SpaceSemTime",0.777777777777778
"8","2",34,"Control",0.555555555555556
"8","2",35,"SpaceTime",0.555555555555556
"8","2",36,"Control",0.444444444444444
"8","2",37,"SpaceTime",0.777777777777778
"8","2",38,"TimeSem",0.555555555555556
"8","2",39,"SpaceSem",1
"8","2",40,"SpaceSemTime",1
"8","2",41,"SpaceTime",0.555555555555556
"8","2",42,"SpaceSemTime",0.777777777777778
"8","2",43,"TimeSem",0.444444444444444
"8","2",44,"Control",0.555555555555556
"8","2",45,"SpaceSem",1
"8","2",46,"TimeSem",0.555555555555556
"8","2",47,"SpaceTime",0.444444444444444
"8","2",48,"Control",0.444444444444444
"8","2",49,"SpaceSemTime",0.666666666666667
"8","2",50,"SpaceSem",1
"8","2",51,"Control",0.777777777777778
"8","2",52,"SpaceTime",0.666666666666667
"8","2",53,"SpaceSem",1
"8","2",54,"SpaceSemTime",0.666666666666667
"8","2",55,"TimeSem",0.777777777777778
"8","2",56,"SpaceSemTime",1
"8","2",57,"SpaceSem",0.777777777777778
"8","2",58,"SpaceTime",1
