"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","session","startTime","attn_word","button_pressed","view_history","animation_sequence","condition","time_sequence","stim_type","direction","correct","init_locations","moves","final_locations","sort_correct","finalLocations","responses"
"39504","welcome","32","html-keyboard-response","0","39506","0.0-0.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3124","consent",NA,"html-button-response","1","42631","0.0-1.0","2","2020-1-7 22:46:45","PORCUPINE","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13150","instructions",NA,"instructions","2","55782","0.0-2.0","2","2020-1-7 22:46:45","PORCUPINE",NA,"[{""page_index"":0,""viewing_time"":6718},{""page_index"":1,""viewing_time"":1169},{""page_index"":2,""viewing_time"":512},{""page_index"":3,""viewing_time"":1933},{""page_index"":4,""viewing_time"":651},{""page_index"":5,""viewing_time"":2166}]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552","finalInstructions",NA,"html-button-response","3","57335","0.0-3.0-0.0","2","2020-1-7 22:46:45","PORCUPINE","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19915","setup1",NA,"animation","4","77251","0.0-3.0-1.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,"[{""cat"":32,""src"":2,""loc"":7},{""cat"":32,""src"":19,""loc"":8},{""cat"":32,""src"":14,""loc"":6},{""cat"":0,""src"":12,""loc"":5},{""cat"":0,""src"":15,""loc"":3},{""cat"":0,""src"":18,""loc"":4},{""cat"":26,""src"":16,""loc"":2},{""cat"":26,""src"":8,""loc"":1},{""cat"":26,""src"":18,""loc"":0}]","1","1102,1101,1101,1102,1100,1102,1102,1102,1101,10002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","flanker_instructions","39","html-keyboard-response","5","79248","0.0-3.0-2.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","flanker_test","39","image-keyboard-response","6","80738","0.0-3.0-3.0-0.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"congruent","right","TRUE",NA,NA,NA,NA,NA,NA
"634","flanker_test","37","image-keyboard-response","7","82290","0.0-3.0-3.0-0.1","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"incongruent","left","TRUE",NA,NA,NA,NA,NA,NA
"422","flanker_test","37","image-keyboard-response","8","83533","0.0-3.0-3.0-0.2","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"congruent","left","TRUE",NA,NA,NA,NA,NA,NA
"591","flanker_test","39","image-keyboard-response","9","85005","0.0-3.0-3.0-0.3","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"incongruent","right","TRUE",NA,NA,NA,NA,NA,NA
"18606","sort_trial",NA,"free-sort","10","104070","0.0-3.0-4.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,NA,NA,NA,"[{""cat"":32,""src"":2,""x"":68,""y"":385},{""cat"":32,""src"":19,""x"":11,""y"":7},{""cat"":32,""src"":14,""x"":17,""y"":84},{""cat"":0,""src"":12,""x"":16,""y"":434},{""cat"":0,""src"":15,""x"":57,""y"":148},{""cat"":0,""src"":18,""x"":32,""y"":505},{""cat"":26,""src"":16,""x"":39,""y"":315},{""cat"":26,""src"":8,""x"":1,""y"":200},{""cat"":26,""src"":18,""x"":50,""y"":248}]","[{""cat"":""32"",""src"":""2"",""x"":0,""y"":0},{""cat"":""32"",""src"":""14"",""x"":0,""y"":0},{""cat"":""32"",""src"":""19"",""x"":0,""y"":0},{""cat"":""0"",""src"":""12"",""x"":0,""y"":0},{""cat"":""0"",""src"":""18"",""x"":0,""y"":0},{""cat"":""0"",""src"":""15"",""x"":0,""y"":0},{""cat"":""26"",""src"":""18"",""x"":0,""y"":0},{""cat"":""26"",""src"":""16"",""x"":0,""y"":0},{""cat"":""26"",""src"":""8"",""x"":0,""y"":0}]","[{""cat"":32,""src"":2,""loc"":7},{""cat"":32,""src"":14,""loc"":6},{""cat"":32,""src"":19,""loc"":8},{""cat"":0,""src"":12,""loc"":5},{""cat"":0,""src"":18,""loc"":4},{""cat"":0,""src"":15,""loc"":3},{""cat"":26,""src"":18,""loc"":0},{""cat"":26,""src"":16,""loc"":2},{""cat"":26,""src"":8,""loc"":1}]","9","26,26,26,0,0,0,32,32,32,18,8,16,15,18,12,14,2,19,0,1,2,3,4,5,6,7,8,6,8,7,5,4,3,1,0,2",NA
"1353","sort_feedback","32","html-keyboard-response","11","105425","0.0-3.0-5.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19917","setup4",NA,"animation","12","125343","0.0-3.0-6.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,"[{""cat"":10,""src"":12,""loc"":4},{""cat"":10,""src"":13,""loc"":1},{""cat"":10,""src"":6,""loc"":6},{""cat"":31,""src"":16,""loc"":5},{""cat"":31,""src"":1,""loc"":0},{""cat"":31,""src"":17,""loc"":7},{""cat"":28,""src"":16,""loc"":8},{""cat"":28,""src"":1,""loc"":2},{""cat"":28,""src"":7,""loc"":3}]","4","1101,1102,1102,1102,1101,1102,1102,1102,1102,10001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","flanker_instructions","39","html-keyboard-response","13","126940","0.0-3.0-7.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","flanker_test","39","image-keyboard-response","14","128616","0.0-3.0-8.0-0.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"incongruent","right","TRUE",NA,NA,NA,NA,NA,NA
"406","flanker_test","39","image-keyboard-response","15","129742","0.0-3.0-8.0-0.1","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"congruent","right","TRUE",NA,NA,NA,NA,NA,NA
"538","flanker_test","37","image-keyboard-response","16","130865","0.0-3.0-8.0-0.2","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"congruent","left","TRUE",NA,NA,NA,NA,NA,NA
"533","flanker_test","37","image-keyboard-response","17","132312","0.0-3.0-8.0-0.3","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,"incongruent","left","TRUE",NA,NA,NA,NA,NA,NA
"20671","sort_trial",NA,"free-sort","18","153803","0.0-3.0-9.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,NA,NA,NA,"[{""cat"":10,""src"":12,""x"":35,""y"":247},{""cat"":10,""src"":13,""x"":17,""y"":4},{""cat"":10,""src"":6,""x"":12,""y"":182},{""cat"":31,""src"":16,""x"":45,""y"":147},{""cat"":31,""src"":1,""x"":23,""y"":310},{""cat"":31,""src"":17,""x"":15,""y"":446},{""cat"":28,""src"":16,""x"":58,""y"":360},{""cat"":28,""src"":1,""x"":47,""y"":73},{""cat"":28,""src"":7,""x"":45,""y"":503}]","[{""cat"":""31"",""src"":""16"",""x"":0,""y"":0},{""cat"":""28"",""src"":""7"",""x"":0,""y"":0},{""cat"":""10"",""src"":""12"",""x"":0,""y"":0},{""cat"":""10"",""src"":""13"",""x"":0,""y"":0},{""cat"":""28"",""src"":""1"",""x"":0,""y"":0},{""cat"":""31"",""src"":""1"",""x"":0,""y"":0},{""cat"":""31"",""src"":""17"",""x"":0,""y"":0},{""cat"":""28"",""src"":""16"",""x"":0,""y"":0},{""cat"":""10"",""src"":""6"",""x"":0,""y"":0}]","[{""cat"":31,""src"":16,""loc"":5},{""cat"":28,""src"":7,""loc"":3},{""cat"":10,""src"":12,""loc"":4},{""cat"":10,""src"":13,""loc"":1},{""cat"":28,""src"":1,""loc"":2},{""cat"":31,""src"":1,""loc"":0},{""cat"":31,""src"":17,""loc"":7},{""cat"":28,""src"":16,""loc"":6},{""cat"":10,""src"":6,""loc"":8}]","7","31,10,28,28,10,31,28,31,10,1,13,1,7,12,16,16,17,6,0,1,2,3,4,5,6,7,8,5,3,4,1,2,0,7,6,8",NA
"1930","sort_feedback","32","html-keyboard-response","19","155734","0.0-3.0-10.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19912","setup2",NA,"animation","20","175648","0.0-3.0-11.0","2","2020-1-7 22:46:45","PORCUPINE",NA,NA,"[{""cat"":24,""src"":15,""loc"":0},{""cat"":8,""src"":17,""loc"":2},{""cat"":5,""src"":5,""loc"":1},{""cat"":24,""src"":7,""loc"":7},{""cat"":8,""src"":18,""loc"":8},{""cat"":5,""src"":2,""loc"":6},{""cat"":24,""src"":3,""loc"":5},{""cat"":5,""src"":16,""loc"":3},{""cat"":8,""src"":9,""loc"":4}]","2","1101,1101,1102,1100,1102,1101,1102,1101,1102,10000",NA,NA,NA,NA,NA,NA,NA,NA,NA
